sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10
public_0094,buying,B01L99SW78,64,10,other,B005GT2GNY;B07589C9TH;B00NI6BALQ;B002C74IEI;B000EWDBRS;B0B8YZ9HMD;B00MOTXUC0;B017HXTLPW;B0033AI30I;B0098BNL58,True,0,True,2,1,False,1,False,True,1,1,,B01L99SW78,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0095,buying,B09N78FT2W,124,10,other,B0785RCKBT;B07NRY3JRN;B0BDDWSPYR;B01MT6FTF8;B00B5POFGY;B01GJQYR4S;B079DYN5WP;B018T70URI;B0972SXG3T;B019DGD6ZC,True,0,True,2,1,False,1,False,True,1,1,,B09N78FT2W,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0096,intent_override,B074K2QX3M,405,10,other,B07M64M3VG;B095P8KSH3;B0872RV848;B071YFH67B;B0888X1JKQ;B096RPJHN7;B09D16VZX3;B010L2CW3E;B088NP48MV;B079QW5SQ5,True,0,True,5,6,False,24,False,False,9,9,,B016L48MBC;B08QJCXXH6;B0928PSTGY;B09WMM6S2G;B08YR5M6C4;B01KKQLXW2;B07W4W6QNM;B09ZVM41GS;B074K2QX3M,True,0,244,10,material,B07PD2VK9W;B07JX4RHNX;B00CSCFJ0Y;B08YJK2Q8C;B08XBTGV8K;B0921NQML6;B071YFH67B;B016L48MBC;B010L2CW3E;B0CGRC72YG,True,1,244,10,feature,B07PD2VK9W;B08XBTGV8K;B07JX4RHNX;B091D5YK64;B00CSCFJ0Y;B00OKLCQ0C;B0C1FBGLQT;B09D16VZX3;B071YFH67B;B0CGRC72YG,True,1,24,10,use_case,B0C1FBGLQT;B09XJDLX5F;B07BJM5T7K;B08YR5M6C4;B0BX1C7Z5L;B074K2QX3M;B07QWL9PB7;B08NPT6P2Z;B09W5BQS9D;B08G1C4MN3,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0097,buying,B0785RCKBT,124,10,other,B0785RCKBT;B07NRY3JRN;B0BDDWSPYR;B01MT6FTF8;B00B5POFGY;B01GJQYR4S;B079DYN5WP;B018T70URI;B0972SXG3T;B019DGD6ZC,True,0,True,1,1,False,124,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0098,browsing,B08CZ34D75,522,10,other,B09JZSCRTV;B00JRT66QC;B00QHITDZM;B00QW3FGL2;B00QW3LMYM;B01CJ36DHO;B08LP7G4TN;B014EBI0RA;B00K7L5DIG;B06W9J53K5,True,0,True,2,1,False,1,False,True,1,1,,B08CZ34D75,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0099,browsing,B0971YMPCR,127,10,other,B0973M4832;B07X48JFV1;B09Y63S4MP;B08BYQPQDT;B08JL8ZDX7;B09SZ8TC1S;B07JF4TV4F;B08JLG55SX;B09H34Q9SQ;B07HJC93P1,True,0,True,2,1,False,5,False,True,5,5,,B0971YMPCR;B0716XGGKN;B09GL65W9V;B07CGLPT17;B084GFK3GR,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0100,browsing,B002OHE4D6,665,10,feature,B07BFT1Q8G;B002HJ21TK;B089WBHSNC;B085L3NL16;B07F8V5YDK;B00LLNKFDW;B093X19RH4;B07F8ZFMHB;B01H7835O0;B077KFN2NL,True,0,True,2,1,False,1,False,True,1,1,,B002OHE4D6,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0101,buying,B07QMS8TX8,14,10,other,B078XJN2ZS;B07QMS8TX8;B0082153QU;B01MQUDPPO;B00UYE32DO;B01FON9H5G;B07MR3H7H1;B07KJHJJJ8;B01N7TWD24;B01CFX0G3K,True,0,True,1,2,False,14,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0102,browsing,B07PWZXZVX,230,10,other,B07JX5114N;B00CFN6I9M;B01CF57RM6;B076GX2PV6;B01G3P0Y74;B07H4N7BT9;B01CNE24VS;B09VRS7ZDV;B000ATKB3C;B0009K21I0,True,0,True,2,1,False,1,False,True,1,1,,B07PWZXZVX,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0103,intent_override,B0BT8T2FQ3,21,10,other,B00BXWQIAA;B00KDC6VVW;B00LUIB2V2;B0BT8T2FQ3;B00L10BT3A;B07HC5LL2H;B008U7KRBW;B07HYJZKW4;B07DJSPRYY;B09JVB9G5P,True,0,True,5,3,False,15,False,False,4,4,,B07HYJZKW4;B008U7KRBW;B00KDC6VVW;B0BT8T2FQ3,True,0,4,4,,B07HYJZKW4;B008U7KRBW;B00KDC6VVW;B0BT8T2FQ3,True,0,34,10,feature,B07HYJZKW4;B07HC5LL2H;B017HY4YAI;B00KDC6VVW;B07DJSPRYY;B00F0TO1S8;B0038A1A0I;B07YDZZDGQ;B017HY3OH2;B0036UZNBC,True,1,15,10,material,B07HC5LL2H;B00KDC6VVW;B0BT8T2FQ3;B0BXP6MG3X;B008U7KRBW;B07YDZZDGQ;B00F0TO1S8;B07HYJZKW4;B07CLKVV5K;B07DJSPRYY,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0104,boundary,B00QSAICLU,55,10,other,B07YF4S394;B094FZ3F7C;B0B9GN8FLR;B076CQX7QT;B097Q3NX2D;B09KC8VMDH;B01M59K07R;B09Q1NN2Q7;B0779C2GQJ;B09YXYLFGN,True,0,True,3,1,False,1,False,True,55,10,feature,B09Q1NN2Q7;B074KJ68LT;B094FZ3F7C;B0B6BTLLKR;B00RQNNSQM;B09YXYLFGN;B08YQTWBV3;B097Q3NX2D;B0B9GN8FLR;B076CQX7QT,True,0,1,1,,B00QSAICLU,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0105,browsing,B07Q46M2J2,263,10,other,B09KLQ3J42;B0785RCKBT;B07TGJYMDB;B08F5KNLCB;B01H1WKMAW;B087M7VHS7;B00PXCNPAM;B09SG49FWM;B00MAA5DKK;B09QMC973T,True,0,True,2,2,False,2,False,True,2,2,,B086PW98YT;B07Q46M2J2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0106,buying,B0776SVXW9,30,10,other,B09DJ9H1WB;B00UKXH1XG;B07XGHG69F;B079ZZ1XTR;B07G1ZR6JZ;B07C24QYMM;B07X4239HW;B014X2BRPM;B00EFYU8PO;B07NLXPVCD,True,0,True,2,2,False,3,False,True,3,3,,B01HWNHYI8;B0776SVXW9;B08P99CVYR,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0107,buying,B01KPFK9ZA,4,4,,B073X8SH4Z;B01KPFK9ZA;B004QS8TFK;B00R6RX700,True,0,True,1,2,False,4,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0108,buying,B01I21CI7G,3,3,,B00LXU7LVW;B01I21CI7G;B004HHNN9M,True,0,True,1,2,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0109,buying,B016OT9D3K,208,10,other,B0009GCUIU;B07PZ8JR4C;B013D9P748;B0009GI3CM;B07L51LQKH;B004NDDJ8U;B016OT9D3K;B00K63TF4I;B076K4DTK9;B07JX7RGNZ,True,0,True,1,7,False,208,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0110,browsing,B0C277G9FW,276,10,other,B004I6E8NW;B074RLSFKX;B07GSNFNFT;B09KCHNB6L;B0C8FCMS9S;B0064BCRU0;B01GGOKIDM;B01GGOL3S6;B00J3B1O52;B07QC55D7P,True,0,True,2,1,False,1,False,True,1,1,,B0C277G9FW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0111,buying,B07H7BWMQF,106,10,other,B00G2JIVFY;B08GM5TMYB;B07Y2LKNGM;B07X64PVHF;B08YMVQGJ9;B0BDL17BCN;B08CXP1W5W;B097ZNSS1D;B08C4PF2RW;B07YJV15W4,True,0,True,2,1,False,1,False,True,1,1,,B07H7BWMQF,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0112,boundary,B086ZNJY8K,342,10,other,B08Y8Z2HJ6;B07LHMF6FP;B015QSA3XE;B00IOT39RA;B074WDWSMT;B08CVQNK5T;B018TJC99I;B00I8QWWG8;B0BLBFQ9BG;B09PH72JM2,True,0,True,3,1,False,1,False,True,342,10,feature,B008J4G92M;B09QS2WXLZ;B007PBPEFI;B00E41UJSY;B07KFQGV1J;B07GH7D1LM;B00I8QWWG8;B015QSA3XE;B07C91Z2LP;B095X95CMR,True,0,1,1,,B086ZNJY8K,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0113,browsing,B08CTFPBN5,538,10,other,B07TV276D3;B0943ZSRXM;B07H88B814;B000NGKAY2;B0B4W37CRS;B002FTP8LK;B01AIJLYXO;B0BC2JHB1N;B07C1Q7P9L;B07N589PNW,True,0,True,2,1,False,1,False,True,1,1,,B08CTFPBN5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0114,buying,B07H34Z5V6,534,10,other,B01GGUDK7M;B07BBS8J6P;B0BM37GXZK;B07P7Y57X3;B09RHPGHV3;B07HRBRVLB;B06VSJ5QBR;B08RP9SJ7P;B08C5KZKZ8;B07Z49C41Y,True,0,True,2,1,False,1,False,True,1,1,,B07H34Z5V6,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0115,browsing,B08VWZBYPY,178,10,other,B0117R04NM;B098T73R3K;B07ZHJJ62N;B07NGK9KSN;B085FML2HF;B00YNJ5PD6;B07NBTTBJY;B0895D7XD8;B01COS3TIU;B08FWY1CYH,True,0,True,2,8,False,10,True,True,10,10,,B00HJQH5GA;B08786GMGG;B08NXKWF2R;B07X7ND7T7;B01N591VOO;B07KLQFHBP;B07RWB95CX;B08VWZBYPY;B09H6WGYLN;B093SQWKKH,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0116,buying,B07S2Y3THP,18,10,other,B009T1FT4S;B00J34X0WE;B00B5ZU8WO;B00DNO2Y68;B00ALYJUZQ;B005AEG4KG;B00R58PKX2;B00GN0BZM8;B082QL8WZ4;B08B7X2BWJ,True,0,True,2,1,False,1,False,True,1,1,,B07S2Y3THP,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0117,buying,B07HJ18QRQ,5,5,,B07HJ18QRQ;B09FGJNXZL;B08QCJY5DV;B09K7LMRW1;B00VBG9XCS,True,0,True,1,1,False,5,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0118,buying,B09M72C8PG,48,10,other,B0BFVFFHKS;B07C4SDKWK;B09JJYFXBN;B082R1852R;B07VCZL719;B00CRLN7SW;B09PDV687N;B08DF9F8KG;B09Q5T3D67;B087N9QRFS,True,0,True,2,1,False,1,False,True,1,1,,B09M72C8PG,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0119,buying,B0BBLR3QB2,1,1,,B0BBLR3QB2,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0120,browsing,B08GPGX2QG,349,10,feature,B07VMHRBLK;B07GXB6MPF;B0BF63GQT7;B013AWNW7W;B08M466L1T;B01MRKE4IY;B00DS3IQ16;B00E96O2O6;B01N9WWUUQ;B00RL1I6GQ,True,0,True,2,2,False,9,False,True,9,9,,B06X914K1P;B08GPGX2QG;B06XJ5ZTN5;B008UZO4KO;B00C0DEG78;B08KQDB3QX;B0847PC89C;B018XNRM7Y;B09GKNS3DB,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0121,browsing,B08HS712ZB,230,10,other,B07JX5114N;B00CFN6I9M;B01CF57RM6;B076GX2PV6;B01G3P0Y74;B07H4N7BT9;B01CNE24VS;B09VRS7ZDV;B000ATKB3C;B0009K21I0,True,0,True,2,2,False,9,False,True,9,9,,B0032FP0IW;B08HS712ZB;B08P14CYYC;B09T782383;B07D9H6DM9;B08V1BDQNX;B01CH3AZMU;B086X5F41G;B06XSLP2CV,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0122,browsing,B074KJ49F2,263,10,other,B09KLQ3J42;B0785RCKBT;B07TGJYMDB;B08F5KNLCB;B01H1WKMAW;B087M7VHS7;B00PXCNPAM;B09SG49FWM;B00MAA5DKK;B09QMC973T,True,0,True,2,1,False,1,False,True,1,1,,B074KJ49F2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0123,intent_override,B07CZ84YFJ,4,4,,B07HF4BL1Z;B07CZ84YFJ;B07YNHZDY2;B096BNFQ31,True,0,True,4,1,False,1,False,True,4,4,,B07HF4BL1Z;B07CZ84YFJ;B07YNHZDY2;B096BNFQ31,True,0,17,10,other,B0989PNY1Y;B01900O8HQ;B08GY1WQ9J;B089LH1Z8M;B073DW3S4V;B00EQQQHTM;B09C88GDY6;B071G29H3F;B079H8Z47H;B00OKYI9PK,True,1,1,1,,B07CZ84YFJ,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0124,buying,B07TN1845M,113,10,other,B00T0RA5EK;B00DEJI6GE;B07TN1845M;B08Q3MS5WP;B00UI9LDI6;B0B513222K;B09HN77X34;B08G59L944;B00QG5ZZ3A;B0795BH5DH,True,0,True,1,3,False,113,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0125,intent_override,B07VCYFB5D,3,3,,B07VCYFB5D;B07WZQ2WF9;B08HGL5MTV,True,0,True,4,2,False,9,False,True,3,3,,B07VCYFB5D;B07WZQ2WF9;B08HGL5MTV,True,0,3,3,,B07VCYFB5D;B07WZQ2WF9;B08HGL5MTV,True,0,9,9,,B083LFWGH1;B07VCYFB5D;B07WZQ2WF9;B001ATKZFA;B07WZQ3C6Y;B079ZRH7DK;B07CMFNBVX;B07G8R49M3;B09K8Z4MMS,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0126,browsing,B09M84R91V,681,10,other,B0C9QZMCG7;B07DCR67LV;B009DMDE3G;B07Q7ZM916;B079NQ4WVT;B07F1VQ3N6;B099DWNZWD;B08CDRTXL6;B07K2TQM3G;B0C74K6GL4,True,0,True,2,10,False,20,False,False,20,10,feature,B07TFF3C28;B07SD35K7G;B07GB526QT;B09VX7HZHW;B0B1CJXL7D;B097GQQMPX;B0B4RW6DF2;B07MFKLHD3;B06Y2QHMKT;B09M84R91V,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0127,browsing,B0B8DX189T,113,10,other,B011F2AS9O;B00400NSBE;B07R5BPPM4;B00597M1DI;B07JMGL1S8;B00V022P4Q;B004I4GVX4;B07JX68J1X;B00R7GQOJ6;B01L6WQMV6,True,0,True,2,7,False,8,False,True,8,8,,B002MUA85S;B07KXQX2YY;B09H42R691;B00400NSBE;B003X0BUHG;B07KS1RYPZ;B0B8DX189T;B00LADQ5F0,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0128,browsing,B0BNP1RZ2W,200,10,other,B0085RY236;B00H4V1JEO;B0C4KH4H82;B0BV9NRN5W;B009ZHE1KY;B0762YGPK9;B01CYLW14K;B0C8CHHHQ9;B06XW4LC2D;B00A179LYI,True,0,True,2,1,False,1,False,True,1,1,,B0BNP1RZ2W,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0129,buying,B0936ZJJ68,15,10,other,B0929KL5W7;B083BG1PY5;B0936ZJJ68;B0B53H6J51;B093JQPT5G;B08H2CKF4Z;B08H2C3NGL;B0B97JNGGY;B0B7DWBL9Y;B0C6DQNQK7,True,0,True,1,3,False,15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0130,intent_override,B07X9V6HZX,1,1,,B07X9V6HZX,True,0,True,4,3,False,3,False,True,1,1,,B07X9V6HZX,True,0,32,10,other,B07WNH77B2;B0BKPTWKN4;B00008ID1A;B09CM4MF7M;B08T5ZMVFN;B0825XCKVW;B00BECKZC6;B01BOKOC80;B01LBFT5Q2;B0010KTB1I,True,1,3,3,,B07JCMHH58;B09SYVPC12;B07X9V6HZX,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0131,boundary,B07PQQQ8ZL,24,10,other,B0BKBS1DQ3;B0BF5F88VT;B00AMA1QEC;B01N0GC4V7;B07MYZ4VXM;B00LLQ246A;B077YFNJL5;B07PQQQ8ZL;B00BB2O110;B00FITO44G,True,0,True,1,8,False,24,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0132,buying,B08X2X83DW,72,10,other,B0943ZSRXM;B07H88B814;B07JJJFXLH;B07WHWQ8G6;B01MT5WXB2;B0825GGDMV;B07XCDCQF5;B08HH2FX9W;B07WVWK85G;B083TC99X3,True,0,True,2,1,False,1,False,True,1,1,,B08X2X83DW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0133,buying,B01KILT64Q,142,10,other,B01KILT64Q;B08WY897LH;B07T1G5QHP;B082HP1KRM;B07M9SSTM6;B009CZ49TC;B00DMS1W04;B0BWLDWPFV;B008OJV3TQ;B09X1J2Y61,True,0,True,1,1,False,142,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0134,browsing,B081SF3QRL,37,10,other,B07QY12ZQC;B010VUE1JO;B07K245NDC;B07RQHQG6T;B018IMTCUK;B013TMG9LO;B0B49BH2JD;B07GJRY7MS;B0811DGPJP;B0BF54HZ4P,True,0,True,2,1,False,1,False,True,1,1,,B081SF3QRL,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0135,buying,B0C6BL4RNN,37,10,other,B005DD2A7K;B00KT435WM;B00KAZSLFQ;B00N0HHUOY;B09Q5T8RFS;B0BC2JHB1N;B09BT9TVGK;B07Z4DGLVN;B0C6BL4RNN;B09BPGYNFC,True,0,True,1,9,False,37,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0136,buying,B091F54MWM,122,10,other,B0861R2F9G;B08B5VMX8Y;B0BJDV4ZS1;B095KLKV2L;B09TNLZ2WQ;B01M22QTWT;B0992GKP62;B07RFVCK4Y;B01ELBMUM4;B091F54MWM,True,0,True,1,10,False,122,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0137,browsing,B01N67CJGX,338,10,other,B08G81SR12;B0BMZJH9NT;B08G8FY295;B07N18YSRN;B09DPCDFQ1;B08K2GR5GY;B08F9P3YBL;B07QGTHJBV;B01N7W3C29;B07ZJMSSXX,True,0,True,2,6,False,9,False,True,9,9,,B01879PLQ8;B0BSFTKSF6;B01A7RFQMM;B09882214F;B07QGTHJBV;B01N67CJGX;B00NUIZHVQ;B01FV283GE;B00NYXYG82,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0138,browsing,B0B4BRW7JT,519,10,other,B0991RZZKR;B095CM4F2J;B01EM470LQ;B08C2N139Z;B08BL1Y5QG;B08762F8KF;B07CTCMXLB;B09YLMJ2DF;B06Y5WWC4M;B01E37SQ2O,True,0,True,3,3,False,4,False,True,38,10,feature,B0743K2K7J;B01B8BV4GI;B07L4HCNDT;B01BLVH0NG;B01NCR6TKU;B07RGTBSJ5;B01LW7MK7A;B076FKSRLH;B01LW8ZRRA;B06WCZYWLG,True,0,4,4,,B07RGTBSJ5;B07XBJ2HQ4;B0B4BRW7JT;B01ICF4B68,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0139,browsing,B09SGYPW3M,680,10,other,B07P83918M;B08YJK2Q8C;B0921NQML6;B07G47C934;B016L48MBC;B07CXN3GF3;B09SGYPW3M;B07B9NPFG5;B010L2CW3E;B07QC9MS2K,True,0,True,1,7,False,680,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0140,browsing,B09BT6LSJV,78,10,other,B014UT4AMU;B0BSR4MYMC;B00ZFMHQNM;B007YQ1HN2;B09DY9Q2HN;B07V4NNL7M;B09KNFKZ53;B07V4NQ984;B09H5KXCMQ;B08D94XW8C,True,0,True,2,2,False,4,False,True,4,4,,B095HJYFCJ;B09BT6LSJV;B01N8Y33RM;B01LZAJBAP,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0141,browsing,B0BLH7JHG8,14,10,other,B001EU3ZR0;B07TXH6Z4T;B07TWMXJMZ;B0018WNDTO;B08DCFZ1WB;B0BY2KGLW8;B07KWHWSDJ;B0BLH7JHG8;B013XEOEEW;B0BC17W7G7,True,0,True,1,8,False,14,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0142,intent_override,B07YRGC1Q1,1,1,,B07YRGC1Q1,True,0,True,5,1,False,1,False,True,1,1,,B07YRGC1Q1,True,0,1,1,,B07YRGC1Q1,True,0,117,10,other,B01N6RP0OM;B07FSZY32K;B08LQHMBN2;B07FXCTPYT;B003CULPOK;B07XG37GZM;B08P3BMJ5V;B00J2R7A32;B01FGU8NPM;B085KXLHJL,True,1,1,1,,B07YRGC1Q1,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0143,buying,B01H54X6CM,21,10,other,B0789256T8;B01H54X6CM;B07GYZ84W1;B00K3NDCUE;B07GF1R2MK;B07GFCNVDG;B07NPL8BSV;B0088MVCK4;B075G3KC28;B011HT67BS,True,0,True,1,2,False,21,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0144,intent_override,B08LMMDYV7,54,10,other,B07VVWPQ4Y;B0B2DNJTVB;B07TPY8NVR;B09JX1Q6RY;B013WL5U2G;B07CZGMNML;B00LEOX31O;B08JXKM9GN;B07GB6H1ZW;B01LDBLG9S,True,0,True,5,3,False,13,False,False,10,10,,B09JX1Q6RY;B07BR2J71F;B07CZGMNML;B01GHS9PUE;B088Y6BN67;B0BCK59834;B08LMMDYV7;B09LRJ6NQX;B09D112TGF;B081BHJZWZ,True,0,10,10,,B09JX1Q6RY;B07BR2J71F;B07CZGMNML;B01GHS9PUE;B088Y6BN67;B0BCK59834;B08LMMDYV7;B09LRJ6NQX;B09D112TGF;B081BHJZWZ,True,0,47,10,feature,B00YXOCC9Q;B072LW2R4F;B07Y8YH7GN;B0817DNG8B;B01J803QJY;B0B87BPPH5;B07CZGMNML;B09L5L9463;B01GHS9PUE;B08TTDX89T,True,1,13,10,material,B07CZGMNML;B0BCK59834;B08LMMDYV7;B0B68X2DMM;B07BR2J71F;B01GHS9PUE;B09LRJ6NQX;B09L5L9463;B09GL52KHY;B09D112TGF,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0145,buying,B00IJZZWGA,96,10,other,B01MRMIZRU;B00JZZZLZK;B004W464GO;B073VR1JRH;B07VTR9J38;B07VGKGBBW;B01ALRO2D2;B07YN6YR91;B09PHB5Q5C;B000TF9SLI,True,0,True,2,7,False,12,False,False,12,10,size,B081J57LP5;B0BFB3T4ZC;B00AM12ZKU;B0B7F884XV;B00KLRU1UG;B07L7M66MQ;B00IJZZWGA;B0BVRKLSVP;B09J23YJ8N;B07XZMG1R8,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0146,buying,B0BCQWYQLQ,57,10,other,B07PRG4HLM;B0917H9CPN;B07DXMG5DK;B076L97422;B08C9FNPD7;B096MXLR9V;B07YDJMWTM;B08K8DP1XS;B075B2VCMR;B07F6QKB9P,True,0,True,2,1,False,1,False,True,1,1,,B0BCQWYQLQ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0147,browsing,B077276QGC,3,3,,B08GRNH3HH;B07R4HLCSZ;B077276QGC,True,0,True,1,3,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0148,buying,B0BQC2NRG2,15,10,other,B0BQC2NRG2;B07K21Z6BY;B07CH3VM3D;B00C3UPPLY;B004IYFT28;B07FD5ZWXC;B010S8DWNK;B010S8E3HO;B083D9V8W4;B07WKDW9P6,True,0,True,1,1,False,15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0149,buying,B07CBYYHTL,21,10,other,B008JADGRM;B0BS5X1RKD;B0BB3D4CGY;B01BBCVK4K;B07GSKPHG8;B00EYXSBAU;B00KR9JNRA;B07M6LBQN7;B00NSLF51M;B077SV6MZ8,True,0,True,2,1,False,1,False,True,1,1,,B07CBYYHTL,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
