context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:material=nylon,item:rating=5.0,material×rating,770,51680,0.019494187086820602,0.019494187086820602
ctx:feature=100% man made,item:feature=synthetic sole,feature×feature,22,1552,-0.019494159147143364,0.019494159147143364
ctx:material=faux leather sole,item:price=missing,material×price,25,224,-0.01949407160282135,0.01949407160282135
ctx:category=shoes & jewelry westlake,item:brand=shein,category×brand,48,58944,0.019493848085403442,0.019493848085403442
ctx:category=sunglasses & eyewear accessories sunglasses,item:feature=polycarbonate lens,category×feature,280,26560,0.019493509083986282,0.019493509083986282
"ctx:material=polyester,spandex",item:color=color: black,material×color,21,2224,-0.019492965191602707,0.019492965191602707
ctx:feature=drawstring closure,item:color=color: black,feature×color,190,15432,-0.019492842257022858,0.019492842257022858
ctx:category=jackets & vests fur & faux fur,item:popularity=5,category×popularity,48,1984,-0.019492775201797485,0.019492775201797485
ctx:category=sunglasses & eyewear accessories sunglasses,item:popularity=1,category×popularity,744,26560,-0.019492756575345993,0.019492756575345993
ctx:material=polyester,"item:material=polyester,cotton,spandex",material×material,170,227088,0.019492600113153458,0.019492600113153458
ctx:material=polyester,"item:material=86% polyester, 14% elastane",material×material,20,227088,0.019492454826831818,0.019492454826831818
ctx:category=underwear boxers,item:popularity=3,category×popularity,24,1664,0.019492249935865402,0.019492249935865402
ctx:category=hiking & trekking hiking shoes,item:material=leather,category×material,296,5760,-0.019491977989673615,0.019491977989673615
ctx:feature=rubber sole,item:brand=vionic,feature×brand,40,80712,0.01949188858270645,0.01949188858270645
ctx:feature=made in usa,item:feature=rubber sole,feature×feature,23,3480,-0.019491758197546005,0.019491758197546005
ctx:category=active active shorts,item:material=spandex,category×material,40,14528,0.01949159987270832,0.01949159987270832
ctx:material=fabric,item:feature=mesh,material×feature,95,81896,0.019491519778966904,0.019491519778966904
ctx:category=shoes & jewelry women,item:popularity=8,category×popularity,80,22848,0.019491270184516907,0.019491270184516907
ctx:category=girls costumes,item:material=polyester,category×material,312,5120,-0.019491206854581833,0.019491206854581833
ctx:category=tees & blouses t-shirts,item:popularity=13,category×popularity,24,35136,0.01949114352464676,0.01949114352464676
ctx:feature=satin,item:color=color: blue,feature×color,21,1864,0.019490620121359825,0.019490620121359825
ctx:category=work utility & safety tops,item:feature=imported,category×feature,80,1280,-0.019490279257297516,0.019490279257297516
ctx:category=jackets & coats wool & blends,item:popularity=6,category×popularity,32,1408,-0.019490277394652367,0.019490277394652367
ctx:material=spandex,item:popularity=11,material×popularity,55,16928,0.019489992409944534,0.019489992409944534
ctx:feature=machine wash,item:material=spandex,feature×material,140,51208,0.019489912316203117,0.019489912316203117
ctx:feature=uv protection coating coating,item:rating=4.5,feature×rating,54,1240,0.019489532336592674,0.019489532336592674
ctx:category=watches watch bands,item:color=color: brown,category×color,80,4480,0.019489482045173645,0.019489482045173645
ctx:color=color: red,item:material=wool,color×material,24,19336,-0.01948934979736805,0.01948934979736805
ctx:material=leather,item:brand=camel crown,material×brand,20,223968,0.019489161670207977,0.019489161670207977
"ctx:feature=heel measures approximately 1""",item:feature=manmade sole,feature×feature,34,1256,0.019488701596856117,0.019488701596856117
ctx:feature=buckle closure,item:rating=4.0,feature×rating,105,3736,-0.019488666206598282,0.019488666206598282
ctx:category=jackets & vests leather & faux leather,item:color=color: black,category×color,72,2816,-0.019488461315631866,0.019488461315631866
ctx:category=piercing jewelry rings,item:rating=4.0,category×rating,176,4224,-0.01948840171098709,0.01948840171098709
ctx:category=underwear undershirts,item:color=color: white,category×color,88,2432,-0.019488349556922913,0.019488349556922913
ctx:feature=ethylene vinyl acetate sole,item:feature=imported,feature×feature,110,4784,-0.01948833465576172,0.01948833465576172
ctx:color=color: grey,item:rating=2.0,color×rating,48,18392,0.019487613812088966,0.019487613812088966
ctx:color=color: white,item:price=50_75,color×price,50,33336,0.019487444311380386,0.019487444311380386
ctx:material=cotton,item:brand=fruit of the loom,material×brand,95,261232,0.01948683336377144,0.01948683336377144
ctx:category=shirts polos,item:brand=nike,category×brand,24,7424,0.019486751407384872,0.019486751407384872
ctx:category=sandals slides,item:rating=4.0,category×rating,576,10048,-0.019486717879772186,0.019486717879772186
ctx:feature=manmade sole,item:price=35_50,feature×price,22,9704,0.01948668621480465,0.01948668621480465
ctx:feature=manmade sole,item:brand=lifestride,feature×brand,35,9704,0.01948665641248226,0.01948665641248226
ctx:material=cotton,item:color=color: green,material×color,580,261232,0.019486617296934128,0.019486617296934128
ctx:category=handbags & wallets totes,item:popularity=4,category×popularity,168,9728,0.019486382603645325,0.019486382603645325
ctx:category=underwear panties,item:material=100% cotton,category×material,48,896,-0.01948605477809906,0.01948605477809906
ctx:category=jewelry brooches & pins,item:rating=3.5,category×rating,72,5824,0.01948602870106697,0.01948602870106697
ctx:feature=clip closure,item:price=missing,feature×price,66,728,-0.019485700875520706,0.019485700875520706
ctx:category=jewelry rings,item:feature=is discontinued by manufacturer: no,category×feature,184,14720,-0.01948549970984459,0.01948549970984459
ctx:feature=rubber sole,item:brand=ariat,feature×brand,45,80712,-0.01948472112417221,0.01948472112417221
ctx:category=sandals platforms & wedges,item:feature=100% suede,category×feature,48,28800,0.019484566524624825,0.019484566524624825
ctx:category=running road running,item:color=color: grey,category×color,152,27008,0.01948452740907669,0.01948452740907669
ctx:category=boys costumes,item:price=missing,category×price,152,2112,-0.019484249874949455,0.019484249874949455
ctx:category=shoes fashion sneakers,item:material=wool,category×material,56,52544,0.019484056159853935,0.019484056159853935
ctx:category=tops & tees tanks & camis,item:feature=machine wash,category×feature,112,5248,-0.019483491778373718,0.019483491778373718
ctx:feature=is discontinued by manufacturer: no,"item:feature=date first available: march 10, 2017",feature×feature,20,72744,0.019483283162117004,0.019483283162117004
ctx:feature=importado,item:popularity=3,feature×popularity,21,1496,-0.019483201205730438,0.019483201205730438
ctx:category=active active shirts & tees,item:popularity=7,category×popularity,56,13504,0.019483042880892754,0.019483042880892754
ctx:category=jackets & coats trench & rain,item:price=missing,category×price,112,1216,-0.01948298141360283,0.01948298141360283
ctx:material=spandex,item:material=10% spandex,material×material,25,16928,0.019482959061861038,0.019482959061861038
ctx:material=100% nylon,item:rating=4.5,material×rating,64,1696,-0.019482895731925964,0.019482895731925964
ctx:category=rings statement,item:popularity=3,category×popularity,208,12416,-0.019482875242829323,0.019482875242829323
ctx:category=shoes fashion sneakers,item:brand=puma,category×brand,552,52544,-0.019482426345348358,0.019482426345348358
ctx:category=men jerseys,item:price=missing,category×price,344,3392,-0.019482403993606567,0.019482403993606567
ctx:category=sunglasses & eyewear accessories sunglasses,item:brand=carrera,category×brand,48,26560,0.019482392817735672,0.019482392817735672
ctx:category=men hoodies,item:price=50_75,category×price,24,8896,0.019482173025608063,0.019482173025608063
ctx:feature=is discontinued by manufacturer: no,item:popularity=5,feature×popularity,474,72744,-0.01948167383670807,0.01948167383670807
ctx:category=tees & blouses t-shirts,"item:material=52% cotton, 48% polyester",category×material,24,35136,0.019481636583805084,0.019481636583805084
ctx:category=jackets & coats jackets,item:feature=zipper closure,category×feature,288,4416,-0.019481517374515533,0.019481517374515533
ctx:material=100% leather and fabric,item:price=missing,material×price,29,248,-0.019481487572193146,0.019481487572193146
ctx:category=cummerbunds & pocket squares neckties,item:rating=5.0,category×rating,88,2560,-0.019481290131807327,0.019481290131807327
ctx:feature=synthetic sole,item:popularity=6,feature×popularity,192,14424,0.019481152296066284,0.019481152296066284
ctx:category=shoes & jewelry westlake,item:popularity=1,category×popularity,2352,58944,-0.01948104426264763,0.01948104426264763
ctx:material=cotton,"item:material=97% cotton, 3% other fibers",material×material,20,261232,0.019480764865875244,0.019480764865875244
ctx:feature=non-polarized,item:color=color: brown,feature×color,30,2864,0.019480744376778603,0.019480744376778603
ctx:category=dresses cocktail,item:material=cotton,category×material,144,6912,-0.019480518996715546,0.019480518996715546
ctx:category=sleepwear & robes pajama sets,item:rating=3.5,category×rating,48,6912,0.01948036067187786,0.01948036067187786
ctx:category=hats & caps baseball caps,item:price=35_50,category×price,24,20224,0.019480161368846893,0.019480161368846893
"ctx:material=95% polyester, 5% spandex",item:price=20_35,material×price,66,3840,0.019480159506201744,0.019480159506201744
ctx:category=accessories suspenders,item:rating=4.5,category×rating,96,1472,-0.019480079412460327,0.019480079412460327
ctx:category=rompers & overalls jumpsuits,item:popularity=1,category×popularity,160,10176,0.019479677081108093,0.019479677081108093
ctx:category=shoes sandals,item:style=department: mens,category×style,96,30272,-0.019479339942336082,0.019479339942336082
ctx:category=costumes & cosplay apparel costumes,item:feature=pull on closure,category×feature,160,16256,-0.019479282200336456,0.019479282200336456
ctx:material=100% rayon,item:rating=4.5,material×rating,35,1376,0.01947925239801407,0.01947925239801407
"ctx:feature=heel measures approximately 1.25""",item:feature=rubber sole,feature×feature,34,488,0.019479189068078995,0.019479189068078995
ctx:category=active athletic socks,item:price=0_10,category×price,40,14208,0.019479118287563324,0.019479118287563324
ctx:category=men jeans,item:rating=4.5,category×rating,232,5824,-0.019478796049952507,0.019478796049952507
ctx:category=hats & caps baseball caps,"item:material=cotton,polyester",category×material,24,20224,0.019478637725114822,0.019478637725114822
ctx:category=shorts casual,item:feature=imported,category×feature,112,1536,-0.019478606060147285,0.019478606060147285
ctx:material=nylon,item:feature=button closure,material×feature,70,51680,-0.019478587433695793,0.019478587433695793
ctx:material=leather,item:brand=sanuk,material×brand,25,223968,0.019478200003504753,0.019478200003504753
ctx:feature=line dry,item:popularity=3,feature×popularity,28,1480,-0.019478105008602142,0.019478105008602142
ctx:category=sandals heeled sandals,item:popularity=2,category×popularity,400,16896,0.01947759836912155,0.01947759836912155
"ctx:material=spandex,rayon",item:price=missing,material×price,20,176,-0.019477318972349167,0.019477318972349167
ctx:category=sleepwear & robes pajama sets,item:brand=disney,category×brand,40,6912,0.019477160647511482,0.019477160647511482
ctx:category=novelty women,item:popularity=2,category×popularity,56,1984,0.01947692409157753,0.01947692409157753
ctx:category=athletic water shoes,item:price=10_20,category×price,48,8512,0.019476870074868202,0.019476870074868202
ctx:feature=machine wash,item:popularity=9,feature×popularity,223,51208,0.019476553425192833,0.019476553425192833
ctx:feature=manmade sole,item:brand=clarks,feature×brand,32,9704,-0.019475948065519333,0.019475948065519333
ctx:category=footies & rompers rompers,item:material=100% cotton,category×material,128,2944,-0.019475767388939857,0.019475767388939857
ctx:category=rain & anoraks raincoats,item:feature=zipper closure,category×feature,184,2816,-0.01947561837732792,0.01947561837732792
"ctx:material=88% polyester, 12% spandex",item:price=missing,material×price,60,624,-0.019475601613521576,0.019475601613521576
ctx:feature=hand wash only,item:material=wool,feature×material,47,41424,-0.019475415349006653,0.019475415349006653
ctx:category=boots ankle & bootie,item:style=department: womens,category×style,144,19072,-0.01947537437081337,0.01947537437081337
ctx:category=watches wrist watches,item:popularity=2,category×popularity,1736,54080,-0.01947491243481636,0.01947491243481636
ctx:category=shoes & jewelry women,item:color=color: pink,category×color,80,22848,-0.01947481743991375,0.01947481743991375
ctx:category=accessories belts,item:brand=jasgood,category×brand,32,13632,0.019474375993013382,0.019474375993013382
ctx:category=men fashion hoodies & sweatshirts,item:material=cotton,category×material,304,5888,-0.01947428286075592,0.01947428286075592
ctx:category=jewelry jewelry sets,item:rating=4.5,category×rating,224,5312,-0.019474126398563385,0.019474126398563385
ctx:material=leather,item:feature=belt closure,material×feature,30,223968,0.019474023953080177,0.019474023953080177
ctx:category=underwear boxers,item:material=cotton,category×material,144,1664,-0.019473779946565628,0.019473779946565628
ctx:category=jackets & vests denim jackets,item:feature=button closure,category×feature,72,1088,-0.019473571330308914,0.019473571330308914
ctx:feature=button closure,item:rating=4.0,feature×rating,1089,27600,-0.01947353407740593,0.01947353407740593
ctx:category=jewelry bracelets,item:material=leather,category×material,168,7168,-0.019473422318696976,0.019473422318696976
ctx:color=color: blue,item:feature=plastic lens,color×feature,30,28816,-0.01947341114282608,0.01947341114282608
ctx:feature=pull on closure,item:brand=pattyboutik,feature×brand,58,85192,0.019473228603601456,0.019473228603601456
ctx:category=sleep & lounge robes,item:price=75_100,category×price,24,9216,0.01947309449315071,0.01947309449315071
ctx:feature=denim,item:rating=4.5,feature×rating,40,1536,-0.019472956657409668,0.019472956657409668
ctx:category=accessories belts,item:price=0_10,category×price,96,13632,0.01947283186018467,0.01947283186018467
ctx:category=jackets & vests casual jackets,item:popularity=1,category×popularity,24,2368,0.019471894949674606,0.019471894949674606
ctx:category=athletic walking,item:popularity=2,category×popularity,400,17280,-0.01947174035012722,0.01947174035012722
ctx:category=active active shorts,item:rating=4.0,category×rating,600,14528,-0.019471440464258194,0.019471440464258194
ctx:category=scarves & wraps fashion scarves,item:rating=3.5,category×rating,72,6592,0.019471274688839912,0.019471274688839912
ctx:category=women dresses,item:popularity=1,category×popularity,680,29888,-0.019471224397420883,0.019471224397420883
ctx:category=sweaters pullovers,item:price=0_10,category×price,40,19008,0.01947109028697014,0.01947109028697014
ctx:material=nylon,"item:material=79% nylon, 21% spandex",material×material,25,51680,0.019470758736133575,0.019470758736133575
ctx:category=shoes slippers,item:popularity=8,category×popularity,264,27904,-0.019470369443297386,0.019470369443297386
ctx:feature=is discontinued by manufacturer: no,item:feature=product dimensions: 16 x 7 x 5 inches; 12 ounces,feature×feature,24,72744,0.019470199942588806,0.019470199942588806
ctx:category=shorts denim,item:feature=drawstring closure,category×feature,24,2176,0.01946989633142948,0.01946989633142948
ctx:category=novelty & more novelty,item:rating=3.0,category×rating,56,9984,0.0194698479026556,0.0194698479026556
ctx:color=color: yellow,item:price=75_100,color×price,26,9848,0.019469359889626503,0.019469359889626503
ctx:category=shoes & jewelry westlake,item:material=wool,category×material,96,58944,0.01946902647614479,0.01946902647614479
ctx:category=sleepwear & robes pajama sets,item:material=100% polyester,category×material,192,6912,-0.019469022750854492,0.019469022750854492
ctx:category=women wigs,item:popularity=4,category×popularity,72,3776,0.019468948245048523,0.019468948245048523
ctx:feature=non-polarized,item:popularity=5,feature×popularity,43,2864,0.019468845799565315,0.019468845799565315
ctx:category=sleepwear & robes blanket sleepers,item:feature=imported,category×feature,80,1472,-0.019468745216727257,0.019468745216727257
ctx:material=100% cotton,item:feature=button closure,material×feature,446,30176,-0.019468702375888824,0.019468702375888824
ctx:material=polyester,item:feature=rubber sole,material×feature,285,227088,-0.019468626007437706,0.019468626007437706
ctx:category=sweaters cardigans,item:popularity=6,category×popularity,144,16000,-0.0194685198366642,0.0194685198366642
ctx:category=dresses casual,item:color=color: white,category×color,184,40384,0.019468363374471664,0.019468363374471664
ctx:category=shoes pumps,"item:feature=heel measures approximately 2.25""",category×feature,40,33024,0.019468247890472412,0.019468247890472412
ctx:feature=button closure,item:brand=u.s. polo assn.,feature×brand,21,27600,0.019468167796730995,0.019468167796730995
ctx:color=color: black,item:popularity=11,color×popularity,58,89864,0.019467975944280624,0.019467975944280624
ctx:feature=zipper closure,item:popularity=11,feature×popularity,37,29336,0.01946745440363884,0.01946745440363884
ctx:category=jewelry jewelry sets,item:color=color: red,category×color,24,5312,-0.019467372447252274,0.019467372447252274
ctx:category=boots mid-calf,item:material=100% leather,category×material,160,6784,-0.019467221572995186,0.019467221572995186
ctx:category=sweaters cardigans,"item:material=95% polyester, 5% spandex",category×material,24,16000,0.01946713589131832,0.01946713589131832
ctx:category=shoes flats,item:material=cotton,category×material,72,30464,0.019466940313577652,0.019466940313577652
ctx:feature=dry clean only,item:price=20_35,feature×price,21,2920,0.019466659054160118,0.019466659054160118
ctx:category=hats & caps baseball caps,item:material=polyester,category×material,464,20224,0.0194664616137743,0.0194664616137743
ctx:category=slips half slips,item:color=color: white,category×color,40,1216,-0.019466351717710495,0.019466351717710495
ctx:category=active active base layers,item:popularity=4,category×popularity,24,1856,-0.019466236233711243,0.019466236233711243
ctx:category=active athletic socks,item:price=missing,category×price,1256,14208,-0.01946602202951908,0.01946602202951908
"ctx:material=88% polyester, 12% spandex",item:feature=imported,material×feature,55,624,0.019465578719973564,0.019465578719973564
ctx:category=cummerbunds & pocket squares neckties,item:price=missing,category×price,216,2560,-0.019465569406747818,0.019465569406747818
ctx:feature=rubber sole,item:feature=100% rubber,feature×feature,25,80712,-0.019465163350105286,0.019465163350105286
ctx:category=active active sweatshirts,item:popularity=6,category×popularity,48,2752,-0.019464757293462753,0.019464757293462753
ctx:category=women jerseys,item:rating=4.0,category×rating,48,1280,-0.019464530050754547,0.019464530050754547
ctx:category=hats & caps baseball caps,item:price=20_35,category×price,368,20224,0.01946423202753067,0.01946423202753067
ctx:category=shoes & jewelry women,item:brand=in'voland,category×brand,48,22848,0.01946413889527321,0.01946413889527321
ctx:category=suiting & blazers suit sets,item:material=polyester,category×material,128,2048,-0.019463911652565002,0.019463911652565002
ctx:category=rings statement,item:price=10_20,category×price,40,12416,0.019463786855340004,0.019463786855340004
ctx:category=women dresses,item:popularity=12,category×popularity,24,29888,0.01946355029940605,0.01946355029940605
ctx:category=suiting & blazers blazers,item:popularity=4,category×popularity,72,3968,-0.019463274627923965,0.019463274627923965
ctx:material=rayon,item:feature=elastic closure,material×feature,60,22920,0.019463224336504936,0.019463224336504936
ctx:material=polyester,item:price=50_75,material×price,430,227088,0.01946321874856949,0.01946321874856949
ctx:feature=brand new,item:price=missing,feature×price,49,528,-0.01946301758289337,0.01946301758289337
ctx:feature=imported,item:color=color: orange,feature×color,45,137456,0.019462890923023224,0.019462890923023224
"ctx:feature=75% synthetic, 25% mesh",item:brand=new balance,feature×brand,30,240,0.01946253515779972,0.01946253515779972
ctx:category=shoes loafers & slip-ons,item:brand=merrell,category×brand,64,33856,-0.01946248859167099,0.01946248859167099
ctx:category=watches wrist watches,item:brand=michele,category×brand,40,54080,0.019462257623672485,0.019462257623672485
ctx:material=leather,item:feature=synthetic sole,material×feature,2015,223968,-0.019462253898382187,0.019462253898382187
ctx:feature=zipper closure,item:feature=dry cloth clean,feature×feature,32,29336,0.019462108612060547,0.019462108612060547
ctx:feature=synthetic-and-mesh,item:feature=rubber sole,feature×feature,68,952,-0.01946163736283779,0.01946163736283779
ctx:material=100% fabric,item:feature=synthetic sole,material×feature,68,1848,0.019461525604128838,0.019461525604128838
ctx:category=shirts polos,item:popularity=5,category×popularity,104,7424,-0.01946132630109787,0.01946132630109787
ctx:category=shoes & jewelry westlake,item:price=10_20,category×price,120,58944,0.019461140036582947,0.019461140036582947
ctx:category=handbags & wallets totes,item:material=polyester lining,category×material,40,9728,0.019460909068584442,0.019460909068584442
ctx:category=boots chukka,item:popularity=1,category×popularity,96,3008,-0.019460409879684448,0.019460409879684448
ctx:material=polyester,item:brand=muk luks,material×brand,65,227088,0.019460288807749748,0.019460288807749748
ctx:category=shoes & jewelry westlake,item:brand=doublju,category×brand,56,58944,0.019460175186395645,0.019460175186395645
ctx:category=boots ankle & bootie,item:feature=shaft measures approximately ankle from arch,category×feature,48,19072,0.01945999264717102,0.01945999264717102
ctx:material=polyester,item:popularity=14,material×popularity,50,227088,0.01945919170975685,0.01945919170975685
ctx:color=color: pink,item:feature=drawstring closure,color×feature,28,13200,-0.01945916935801506,0.01945916935801506
ctx:material=rayon,"item:material=95% rayon , 5% spandex",material×material,55,22920,0.019458727911114693,0.019458727911114693
ctx:category=women fashion hoodies & sweatshirts,item:rating=1.0,category×rating,40,17920,0.019458521157503128,0.019458521157503128
ctx:feature=resin frame,item:feature=uv protection coating coating,feature×feature,25,472,0.019458435475826263,0.019458435475826263
ctx:category=clothing sets short sets,item:popularity=3,category×popularity,72,4288,0.019458390772342682,0.019458390772342682
ctx:category=jewelry rings,item:price=50_75,category×price,40,14720,0.01945807784795761,0.01945807784795761
ctx:category=hats & caps skullies & beanies,item:color=color: black,category×color,96,8064,0.019457703456282616,0.019457703456282616
ctx:category=women wigs,item:rating=3.5,category×rating,104,3776,0.019457660615444183,0.019457660615444183
"ctx:material=polyester,cotton",item:price=missing,material×price,164,1688,-0.019457388669252396,0.019457388669252396
ctx:category=fashion motorcycle,item:color=color: black,category×color,72,3392,-0.01945657469332218,0.01945657469332218
ctx:category=shirts polos,item:price=35_50,category×price,32,7424,0.019456248730421066,0.019456248730421066
ctx:feature=machine wash,item:brand=disney,feature×brand,49,51208,0.019456230103969574,0.019456230103969574
ctx:feature=imported,item:feature=drawstring closure,feature×feature,229,137456,-0.01945539563894272,0.01945539563894272
ctx:category=outdoor & work work & safety,item:popularity=2,category×popularity,72,2560,-0.019455064088106155,0.019455064088106155
ctx:category=sandals flats,item:rating=2.5,category×rating,72,16320,0.01945449970662594,0.01945449970662594
ctx:category=backpacks casual daypacks,item:price=75_100,category×price,56,9472,0.019454218447208405,0.019454218447208405
ctx:category=dresses playwear,item:rating=4.0,category×rating,56,1728,0.01945357397198677,0.01945357397198677
ctx:category=gloves & mittens cold weather gloves,item:rating=4.0,category×rating,224,5952,-0.01945306733250618,0.01945306733250618
ctx:category=shoes flats,item:brand=guilty heart,category×brand,24,30464,0.019453035667538643,0.019453035667538643
ctx:category=cummerbunds & pocket squares neckties,item:popularity=5,category×popularity,48,2560,0.01945231482386589,0.01945231482386589
ctx:feature=100% synthetic,item:brand=j. adams,feature×brand,36,37016,0.019452206790447235,0.019452206790447235
ctx:feature=rubber sole,"item:feature=heel measures approximately 0.5 inches""",feature×feature,35,80712,0.019451890140771866,0.019451890140771866
ctx:category=sleepwear & robes pajama sets,item:price=missing,category×price,720,6912,-0.019451864063739777,0.019451864063739777
ctx:material=cotton,item:brand=guinness,material×brand,20,261232,0.019451666623353958,0.019451666623353958
ctx:category=costumes & cosplay apparel costumes,item:brand=spooktacular creations,category×brand,40,16256,0.019451625645160675,0.019451625645160675
ctx:category=shoes & jewelry westlake,item:feature=made in the usa and imported,category×feature,24,58944,0.019451454281806946,0.019451454281806946
ctx:material=cotton,item:popularity=14,material×popularity,75,261232,0.0194513238966465,0.0194513238966465
ctx:color=color: black,item:brand=skechers,color×brand,51,89864,-0.019451042637228966,0.019451042637228966
ctx:category=athletic walking,item:feature=suede sole,category×feature,24,17280,0.019450902938842773,0.019450902938842773
ctx:material=leather,item:material=full grain leather upper,material×material,55,223968,0.01945066824555397,0.01945066824555397
ctx:category=women pants,item:price=35_50,category×price,88,7424,0.01944999396800995,0.01944999396800995
ctx:feature=100% textile,item:price=missing,feature×price,765,6328,-0.019449952989816666,0.019449952989816666
ctx:material=cotton,item:feature=100% synthetic,material×feature,25,261232,-0.019449906423687935,0.019449906423687935
ctx:color=color: purple,item:feature=imported,color×feature,88,5808,-0.019449817016720772,0.019449817016720772
ctx:category=sandals platforms & wedges,item:feature=made in usa or imported,category×feature,32,28800,0.019449438899755478,0.019449438899755478
ctx:material=polyester,item:brand=luvamia,material×brand,25,227088,-0.01944912225008011,0.01944912225008011
ctx:category=fashion riding,item:popularity=9,category×popularity,24,7744,0.0194488987326622,0.0194488987326622
ctx:feature=100% synthetic,"item:feature=heel measures approximately 2.25""",feature×feature,20,37016,0.01944885216653347,0.01944885216653347
ctx:category=men shoes,item:brand=skechers,category×brand,40,18880,0.019448798149824142,0.019448798149824142
ctx:category=running road running,item:feature=100% authentic,category×feature,48,27008,0.019448745995759964,0.019448745995759964
ctx:feature=wrap closure,item:price=missing,feature×price,74,608,-0.019448010250926018,0.019448010250926018
ctx:material=fabric,item:feature=made in usa,material×feature,55,81896,0.019447840750217438,0.019447840750217438
ctx:feature=imported,"item:feature=shaft measures approximately 5"" from arch",feature×feature,24,137456,0.019447769969701767,0.019447769969701767
ctx:feature=button closure,item:brand=dockers,feature×brand,37,27600,0.01944776624441147,0.01944776624441147
ctx:category=sleep & lounge sets,item:material=silk,category×material,104,14656,0.01944768615067005,0.01944768615067005
ctx:category=fashion chelsea,item:material=fabric,category×material,40,8576,0.01944761350750923,0.01944761350750923
ctx:category=card cases & money organizers wallets,item:brand=vera bradley,category×brand,40,18560,0.019447464495897293,0.019447464495897293
ctx:material=polyester,item:brand=beyove,material×brand,25,227088,0.019446443766355515,0.019446443766355515
ctx:feature=composite lens,item:feature=non-polarized,feature×feature,28,536,-0.019446369260549545,0.019446369260549545
ctx:material=silk,item:rating=1.0,material×rating,25,9760,0.01944511942565441,0.01944511942565441
"ctx:feature=heel measures approximately 2""",item:price=missing,feature×price,68,592,-0.019444899633526802,0.019444899633526802
ctx:material=polyester,"item:material=88% polyester, 12% elastane",material×material,35,227088,0.01944485679268837,0.01944485679268837
ctx:material=spandex,item:feature=pull on closure,material×feature,570,16928,-0.019444767385721207,0.019444767385721207
ctx:category=shirts t-shirts,item:color=color: pink,category×color,56,68480,0.019444627687335014,0.019444627687335014
ctx:category=pants & shorts shorts,item:material=nylon,category×material,40,1472,-0.019444584846496582,0.019444584846496582
ctx:category=accessories belts,item:popularity=1,category×popularity,232,13632,0.01944417506456375,0.01944417506456375
ctx:feature=age range (description): adult,item:popularity=2,feature×popularity,20,872,-0.019443955272436142,0.019443955272436142
ctx:category=suits & sport coats vests,item:material=wool,category×material,24,1600,-0.01944388821721077,0.01944388821721077
ctx:category=handbags & wallets top-handle bags,item:brand=nine west,category×brand,48,5056,-0.019443778321146965,0.019443778321146965
ctx:category=bikinis sets,item:material=spandex,category×material,72,10048,0.01944372057914734,0.01944372057914734
"ctx:feature=heel measures approximately 3 inches""",item:price=missing,feature×price,69,616,-0.019443701952695847,0.019443701952695847
ctx:category=backpacks casual daypacks,item:price=20_35,category×price,48,9472,0.019443629309535027,0.019443629309535027
ctx:feature=100% synthetic,item:feature=polyurethane sole,feature×feature,65,37016,0.019443362951278687,0.019443362951278687
ctx:feature=imported,item:brand=teva,feature×brand,34,137456,-0.019443120807409286,0.019443120807409286
ctx:category=shoes & jewelry men,item:material=cotton,category×material,368,9856,-0.019442398101091385,0.019442398101091385
ctx:category=athletic tennis & racquet sports,item:brand=nike,category×brand,32,3968,0.019442372024059296,0.019442372024059296
ctx:category=active active shirts & tees,item:material=cotton,category×material,488,13504,-0.019442327320575714,0.019442327320575714
ctx:feature=100% synthetic,item:feature=shaft measures approximately ankle-high from arch,feature×feature,40,37016,0.019442319869995117,0.019442319869995117
ctx:category=bracelets stretch,item:popularity=2,category×popularity,72,3712,0.019442081451416016,0.019442081451416016
ctx:category=athletic walking,item:color=color: blue,category×color,72,17280,0.019442062824964523,0.019442062824964523
ctx:category=active shirts & tees t-shirts,item:brand=under armour,category×brand,48,6336,-0.019441939890384674,0.019441939890384674
ctx:color=color: grey,item:price=missing,color×price,1397,18392,-0.019441504031419754,0.019441504031419754
ctx:category=bras everyday bras,item:rating=3.5,category×rating,384,11968,-0.019441451877355576,0.019441451877355576
"ctx:material=linen,cotton",item:material=cotton,material×material,31,248,0.01944143697619438,0.01944143697619438
ctx:feature=进口,item:popularity=7,feature×popularity,32,2024,0.019441261887550354,0.019441261887550354
ctx:feature=man made,item:popularity=3,feature×popularity,44,1464,0.01944117248058319,0.01944117248058319
ctx:category=active shirts & tees tank tops,item:rating=4.0,category×rating,208,3840,-0.01944090984761715,0.01944090984761715
ctx:category=watches wrist watches,item:price=75_100,category×price,96,54080,0.019440654665231705,0.019440654665231705
ctx:category=sets tracksuits,item:rating=4.5,category×rating,96,4288,0.01944064348936081,0.01944064348936081
ctx:category=shoe care & accessories shoe decoration charms,item:price=0_10,category×price,72,2304,0.01944032311439514,0.01944032311439514
ctx:feature=material: metal,item:price=missing,feature×price,28,344,-0.019440164789557457,0.019440164789557457
ctx:category=fashion riding,item:material=fabric,category×material,24,7744,0.01943998411297798,0.01943998411297798
ctx:feature=100% textile/synthetic,item:feature=synthetic sole,feature×feature,25,1152,0.019439952448010445,0.019439952448010445
ctx:category=athletic tennis & racquet sports,item:color=color: white,category×color,40,3968,0.019438927993178368,0.019438927993178368
ctx:category=shoes flats,item:brand=dr. scholl's shoes,category×brand,24,30464,0.01943843811750412,0.01943843811750412
